word,POS,tag
at,IN,O
the,DT,O
upper,JJ,O
portion,NN,O
of,IN,O
this,DT,O
page,NN,O
and,CC,O
left,JJ,O
hand,NN,O
margin,NN,O
of,IN,O
all,DT,O
other,JJ,O
pages,NNS,O
hereof,VBP,O
SOS,NNP,O
WITNESS,NNP,O
MY,NNP,O
HAND,NNP,O
AND,NNP,O
SEAL,NNP,O
this,DT,O
SOS,NNP,O
PROMISORY,NNP,O
NOTE,NNP,O
DOCUMENT,NNP,O
SOS,NNP,O
I,PRP,O
GERALDINE,NNP,O
O,NNP,O
CAM,NNP,O
NATO,NNP,O
Resident,NNP,O
s,NN,O
of,IN,O
legal,JJ,O
age,NN,O
with,IN,O
residence,NN,O
and,CC,O
postal,JJ,O
address,NN,O
at,IN,O
6,CD,O
Manganese,JJ,O
Road,NNP,O
Pilar,NNP,O
Village,NNP,O
Las,NNP,O
Pinas,NNP,O
Metro,NNP,O
Manila,NNP,O
PROMISED,NNP,O
TO,NNP,O
GIVE,NNP,O
ALL,NNP,O
THE,NNP,O
ELEVEN,NNP,O
11,CD,O
POST,NNP,O
DATED,NNP,O
CHECKS,NNP,O
on,IN,O
or,CC,O
before,IN,O
the,DT,O
20th,CD,O
of,IN,O
June,NNP,O
2007,CD,O
payable,JJ,O
to,TO,O
ANTONIO,NNP,O
LEVY,NNP,O
S,NNP,O
INGLES,NNP,O
JR,NNP,O
Owner,NNP,O
s,VBD,O
as,IN,O
monthly,JJ,O
rent,NN,O
payments,NNS,O
from,IN,O
June,NNP,O
20,CD,O
2007,CD,O
to,TO,O
May,NNP,O
20,CD,O
2007,CD,O
of,IN,O
the,DT,O
Owner,NNP,O
s,NN,O
xe2,NNP,O
x80,NNP,O
x99,NNP,O
house,NN,O
located,VBN,O
at,IN,O
Lot,NNP,O
6,CD,O
Block,NNP,O
20,CD,O
Royal,NNP,O
South,NNP,O
Townhomes,NNP,O
Marcos,NNP,O
Alvarez,NNP,O
Avenue,NNP,O
Talon,NNP,O
5,CD,O
Las,NNP,O
Pinas,NNP,O
City,NNP,O
Metro,NNP,O
Manila,NNP,O
SOS,NNP,O
SCHEDULE,NNP,O
OF,NNP,O
PAYMENT,NNP,O
of,IN,O
11,CD,O
PDCs,NNP,O
from,IN,O
June,NNP,O
20,CD,O
2007,CD,O
to,TO,O
May,NNP,O
20,CD,O
2007,CD,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
Failure,NNP,O
to,TO,O
FUFILL,VB,O
THIS,NNP,O
PROMISED,NNP,O
AS,NNP,O
STATED,NNP,O
ABOVE,NNP,O
will,MD,O
result,VB,O
to,TO,O
Resident,NNP,O
s,NN,O
and,CC,O
other,JJ,O
occupants,NNS,O
to,TO,O
freely,RB,O
and,CC,O
voluntarily,RB,O
self,VB,O
evict,JJ,O
themselves,PRP,O
from,IN,O
the,DT,O
Owner,NNP,O
sf,NN,O
house,NN,O
SOS,VBD,O
The,DT,O
Resident,NNP,O
s,NN,O
Occupant,NNP,O
s,NN,O
hereto,NN,O
have,VBP,O
set,VBN,O
their,PRP$,O
hands,NNS,O
this,DT,O
20th,JJ,O
day,NN,O
of,IN,O
May,NNP,O
2007,CD,O
at,IN,O
Lot,NNP,O
6,CD,O
Block,NNP,O
20,CD,O
Royal,NNP,O
South,NNP,O
Townhomes,NNP,O
Marcos,NNP,O
Alvarez,NNP,O
Avenue,NNP,O
Talon,NNP,O
5,CD,O
Las,NNP,O
Pinas,NNP,O
City,NNP,O
Metro,NNP,O
Manila,NNP,O
SOS,NNP,O
GERALDINE,NNP,O
Q,NNP,O
GALINATO,NNP,O
SOS,NNP,O
Resident,NNP,O
SOS,NNP,O
CELESTINO,NNP,O
ALFARO,NNP,O
SOS,NNP,O
Occupant,NNP,O
SOS,NNP,O
MIA,NNP,O
ALFARO,NNP,O
Occupant,NNP,O
SOS,NNP,O
JED,NNP,O
ALFARO,NNP,O
SOS,NNP,O
Occupant,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
RENTAL,NNP,O
AGREEMENT,NNP,O
SOS,NNP,O
This,DT,O
RENTAL,NNP,O
AGREEMENT,NNP,O
is,VBZ,O
made,VBN,O
and,CC,O
executed,VBN,O
on,IN,O
this,DT,O
10th,CD,B-startdate
mav,NN,I-startdate
2009,CD,I-startdate
tby,NN,O
and,CC,O
between,IN,O
SOS,NNP,O
BETWEEN,NNP,O
SOS,NNP,O
Sri,NNP,B-partyone
E,NNP,I-partyone
Anwar,NNP,I-partyone
SOS,NNP,O
222,CD,O
16,CD,O
xe2,NN,O
x84,NNP,O
xa2,NNP,O
Main,NNP,O
6th,CD,O
Cross,NNP,O
SOS,NNP,O
BTM,NNP,O
2nd,CD,O
Stage,NNP,O
E,NNP,O
W,NNP,O
S,NNP,O
Bangalore,NNP,O
560076,CD,O
SOS,NNP,O
Hereinafter,NNP,O
called,VBD,O
as,IN,O
LESSOR,NNP,O
of,IN,O
the,DT,O
one,CD,O
part,NN,O
and,CC,O
SOS,NNP,O
Mohammed,NNP,B-partytwo
Ishaq,NNP,I-partytwo
SOS,NNP,O
s,VBD,O
o,RP,O
Mohammed,NNP,O
Moosa,NNP,O
SOS,NNP,O
415,CD,O
ground,NN,O
floor,NN,O
29th,CD,O
main,JJ,O
8th,CD,O
cross,NN,O
SOS,NNP,O
Near,NNP,O
M,NNP,O
E,NNP,O
S,NNP,O
college,NN,O
B,NNP,O
T,NNP,O
M,NNP,O
2nd,CD,O
EWS,NNP,O
SOS,NNP,O
Bangalore,NNP,O
560076,CD,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
Here,RB,O
in,IN,O
after,IN,O
called,VBN,O
as,IN,O
the,DT,O
xe2,NNP,O
x80,NNP,O
x9c,NNP,O
LESSEE,NNP,O
xe2,NNP,O
x80,NNP,O
x9d,NNP,O
of,IN,O
the,DT,O
other,JJ,O
part,NN,O
and,CC,O
in,IN,O
witnesses,NNS,O
as,IN,O
follows,VBZ,O
SOS,NNP,O
Where,NNP,O
as,IN,O
the,DT,O
terms,NNS,O
the,DT,O
Lessor,NNP,O
and,CC,O
Lessee,NNP,O
shall,MD,O
mean,VB,O
and,CC,O
include,VBP,O
their,PRP$,O
respective,JJ,O
heirs,NNS,O
legeal,VBP,O
representative,JJ,O
administrators,NNS,O
executors,NNS,O
and,CC,O
assigns,NNS,O
SOS,NNP,O
WHEREAS,NNP,O
the,DT,O
Lessor,NNP,O
is,VBZ,O
the,DT,O
sole,JJ,O
and,CC,O
absolute,JJ,O
owner,NN,O
of,IN,O
the,DT,O
schedule,NN,O
property,NN,O
described,VBD,O
hereunder,JJR,O
and,CC,O
wheras,VB,O
the,DT,O
Lessor,NNP,O
is,VBZ,O
intend,JJ,O
to,TO,O
letout,VB,O
the,DT,O
said,VBD,O
house,NN,O
to,TO,O
the,DT,O
lessee,NN,O
on,IN,O
rental,JJ,O
basis,NN,O
for,IN,O
a,DT,O
monthly,JJ,O
rent,NN,O
of,IN,O
4000,CD,O
rupees,NNS,O
Four,CD,O
thousand,NN,O
only,RB,O
and,CC,O
whereas,VB,O
the,DT,O
Lessee,NNP,O
is,VBZ,O
willing,JJ,O
to,TO,O
take,VB,O
the,DT,O
below,NN,O
house,NN,O
and,CC,O
agreeing,VBG,O
to,TO,O
pay,VB,O
the,DT,O
rent,NN,O
the,DT,O
Lessor,NNP,O
regularly,RB,O
SOS,NNP,O
This,DT,O
Lease,NNP,O
executed,VBD,O
for,IN,O
a,DT,O
period,NN,O
of,IN,O
1,CD,O
l,JJ,O
Eleven,NNP,B-end
Months,NNP,I-end
from,IN,O
the,DT,O
date,NN,O
of,IN,O
10,CD,B-startdate
5,CD,I-startdate
2009,CD,I-startdate
but,CC,O
it,PRP,O
may,MD,O
be,VB,O
extended,VBN,O
by,IN,O
mutual,JJ,O
consent,NN,O
of,IN,O
the,DT,O
Lessor,NNP,O
and,CC,O
Lessee,NNP,O
The,DT,O
above,NN,O
said,VBD,O
rent,NN,O
will,MD,O
be,VB,O
enhanced,VBN,O
by,IN,O
10,CD,O
in,IN,O
every,DT,O
11,CD,O
months,NNS,O
once,RB,O
on,IN,O
the,DT,O
existing,VBG,O
rent,NN,O
SOS,NNP,O
Whereas,NNP,O
the,DT,O
Lessee,NNP,O
has,VBZ,O
paid,VBN,O
a,DT,O
sum,NN,O
of,IN,O
Rs,NNP,B-value
40000,CD,I-value
Rupees,NNP,B-value
Forty,NNP,I-value
Thousands,NNP,I-value
only,RB,O
as,RB,O
advance,NN,O
to,TO,O
the,DT,O
Lessor,NNP,O
before,IN,O
the,DT,O
following,JJ,O
witnesses,NNS,O
and,CC,O
acknowledge,VBP,O
the,DT,O
receipt,NN,O
of,IN,O
the,DT,O
same,JJ,O
This,DT,O
amount,NN,O
will,MD,O
be,VB,O
refundable,JJ,O
to,TO,O
the,DT,O
Lessee,NNP,O
by,IN,O
the,DT,O
Lessor,NNP,O
at,IN,O
the,DT,O
time,NN,O
of,IN,O
vacating,VBG,O
the,DT,O
house,NN,O
and,CC,O
this,DT,O
amount,NN,O
will,MD,O
not,RB,O
carry,VB,O
any,DT,O
interest,NN,O
SOS,NNP,O
Whereas,NNP,O
the,DT,O
Lessee,NNP,O
shall,MD,O
not,RB,O
sub,VB,O
let,VB,O
runderlet,VB,O
let,VB,O
the,DT,O
premises,NNS,O
to,TO,O
any,DT,O
person,NN,O
without,IN,O
written,VBN,O
permission,NN,O
from,IN,O
the,DT,O
Lessor,NNP,O
Incase,NNP,O
the,DT,O
Lessee,NNP,O
does,VBZ,O
not,RB,O
pay,VB,O
the,DT,O
said,VBD,O
rent,NN,O
to,TO,O
the,DT,O
lessor,NN,O
continuosly,RB,O
three,CD,O
months,NNS,O
the,DT,O
Lessor,NNP,O
is,VBZ,O
at,IN,O
liberty,NN,O
to,TO,O
evict,VB,O
the,DT,O
lessee,NN,O
from,IN,O
the,DT,O
premises,NNS,O
SOS,NNP,O
Whereas,IN,O
the,DT,O
Lessee,NNP,O
hereby,NN,O
agrees,VBZ,O
pay,NN,O
to,TO,O
the,DT,O
Lessor,NNP,O
every,DT,O
month,NN,O
electricity,NN,O
charges,NNS,O
to,TO,O
the,DT,O
concerned,JJ,O
authority,NN,O
without,IN,O
arrears,NNS,O
If,IN,O
any,DT,O
arrears,NNS,O
at,IN,O
the,DT,O
time,NN,O
of,IN,O
vacating,VBG,O
the,DT,O
premises,NNS,O
the,DT,O
same,JJ,O
will,MD,O
be,VB,O
deducted,VBN,O
from,IN,O
the,DT,O
advance,NN,O
amount,NN,O
SOS,NNP,O
Whereas,NNP,O
the,DT,O
Lessee,NNP,O
hereby,NN,O
agreed,VBD,O
to,TO,O
pay,VB,O
the,DT,O
said,VBD,O
rent,NN,O
and,CC,O
water,NN,O
charges,NNS,O
to,TO,O
the,DT,O
lessor,NN,O
on,IN,O
or,CC,O
before,IN,O
15th,CD,O
of,IN,O
every,DT,O
English,NNP,O
calendar,NN,O
month,NN,O
SOS,NNP,O
Whereas,NNP,O
the,DT,O
parties,NNS,O
named,VBN,O
above,IN,O
shall,MD,O
terminate,VB,O
this,DT,O
agreement,NN,O
by,IN,O
giving,VBG,O
3,CD,B-notice
months,NNS,I-notice
notice,RB,O
in,IN,O
advance,NN,O
SOS,NNP,O
Whereas,NNP,O
the,DT,O
Lessee,NNP,O
hereby,NN,O
agreed,VBD,O
to,TO,O
keep,VB,O
the,DT,O
premises,NNS,O
in,IN,O
good,JJ,O
and,CC,O
tenantable,JJ,O
conditions,NNS,O
without,IN,O
damages,NNS,O
if,IN,O
any,DT,O
damages,NNS,O
caused,VBN,O
by,IN,O
the,DT,O
Lessee,NNP,O
the,DT,O
same,JJ,O
will,MD,O
be,VB,O
replaced,VBN,O
by,IN,O
the,DT,O
Lessee,NNP,O
or,CC,O
the,DT,O
said,VBD,O
amount,NN,O
will,MD,O
be,VB,O
deducted,VBN,O
from,IN,O
the,DT,O
advance,NN,O
SOS,NNP,O
Whereas,NNP,O
the,DT,O
lessee,NN,O
shall,MD,O
not,RB,O
make,VB,O
any,DT,O
additional,JJ,O
alterations,NNS,O
to,TO,O
the,DT,O
schedule,NN,O
premises,NNS,O
at,IN,O
all,DT,O
reasonable,JJ,O
hours,NNS,O
SOS,NNP,O
Whereas,IN,O
the,DT,O
lessee,NN,O
shall,MD,O
allow,VB,O
the,DT,O
Lessor,NNP,O
or,CC,O
his,PRP$,O
legal,JJ,O
representatives,NNS,O
in,IN,O
the,DT,O
schedule,NN,O
premises,VBZ,O
under,IN,O
the,DT,O
lease,NN,O
for,IN,O
insepection,NN,O
of,IN,O
the,DT,O
schedule,NN,O
premises,NNS,O
at,IN,O
all,DT,O
reasonable,JJ,O
hours,NNS,O
SOS,NNP,O
Whereas,IN,O
the,DT,O
lessee,NN,O
shall,MD,O
not,RB,O
store,VB,O
and,CC,O
keep,VB,O
any,DT,O
highly,RB,O
inflammable,JJ,O
explosive,JJ,O
material,NN,O
endangering,VBG,O
life,NN,O
and,CC,O
property,NN,O
in,IN,O
the,DT,O
schedule,NN,O
property,NN,O
and,CC,O
the,DT,O
neighborhood,NN,O
SOS,NNP,O
Whereas,NNP,O
at,IN,O
the,DT,O
time,NN,O
of,IN,O
vacating,VBG,O
the,DT,O
leased,VBN,O
portion,NN,O
of,IN,O
house,NN,O
the,DT,O
Lessee,NNP,O
shall,MD,O
not,RB,O
ask,VB,O
or,CC,O
demand,VB,O
any,DT,O
compensation,NN,O
from,IN,O
the,DT,O
Lessor,NNP,O
at,IN,O
any,DT,O
cost,NN,O
and,CC,O
shall,MD,O
handover,VB,O
the,DT,O
vacant,JJ,O
possession,NN,O
of,IN,O
the,DT,O
leased,VBN,O
portion,NN,O
of,IN,O
house,NN,O
to,TO,O
the,DT,O
Lessor,NNP,O
only,RB,O
SOS,NNP,O
Whereas,NNP,O
the,DT,O
lessee,NN,O
shall,MD,O
pay,VB,O
the,DT,O
painting,NN,O
charges,NNS,O
of,IN,O
3200,CD,O
at,IN,O
the,DT,O
time,NN,O
of,IN,O
vacating,VBG,O
the,DT,O
schedule,NN,O
premises,VBZ,O
SOS,NNP,O
SCHEDULE,NNP,O
SOS,NNP,O
All,NNP,O
the,DT,O
piece,NN,O
and,CC,O
parcel,NN,O
of,IN,O
the,DT,O
property,NN,O
bearing,NN,O
Ground,NNP,O
Floor,NNP,O
in,IN,O
the,DT,O
premises,NNS,O
1,CD,O
0,CD,O
415,CD,O
8,CD,O
Cross,NNP,O
29th,CD,O
Main,NNP,O
BTM,NNP,O
2nd,CD,O
Stage,NNP,O
E,NNP,O
W,NNP,O
S,NNP,O
Bangalore,NNP,O
560076,CD,O
SOS,NNP,O
Consisting,NNP,O
of,IN,O
One,CD,O
hall,NN,O
Kitchen,NNP,O
bathroom,NN,O
and,CC,O
lavatory,NN,O
with,IN,O
RCC,NNP,O
roofing,VBG,O
SOS,NNP,O
Fittings,NNP,O
1,CD,O
Fan,NNP,O
1,CD,O
Geyser,NNP,O
SOS,NNP,O
IN,NNP,O
WITNESS,NNP,O
WHEREOF,NNP,O
both,CC,O
the,DT,O
parties,NNS,O
Lessor,NNP,O
and,CC,O
Lessee,NNP,O
have,VBP,O
signed,VBN,O
this,DT,O
RENTAL,NNP,O
AGREEMENT,NNP,O
made,VBD,O
on,IN,O
the,DT,O
day,NN,O
month,NN,O
and,CC,O
year,NN,O
first,RB,O
written,VBN,O
at,IN,O
Bangalore,NNP,O
SOS,NNP,O
WITNESSES,NNP,O
SOS,NNP,O
1,CD,O
SOS,NNP,O
LESSOR,NNP,O
OWNER,NNP,O
SOS,NNP,O
LESSEE,NNP,O
TENANT,NNP,O
SOS,NNP,O
RENTAL,NNP,O
AGREEMENT,NNP,O
SOS,NNP,O
Parties,NNP,O
SOS,NNP,O
The,DT,O
parties,NNS,O
to,TO,O
this,DT,O
agreement,NN,O
are,VBP,O
LEE,NNP,B-partyone
MING,NNP,I-partyone
IC,NNP,O
521212,CD,O
1,CD,O
6009,CD,O
hereinafter,NN,O
called,VBN,O
xe2,NNP,O
x80,NNP,O
x9clandlord,NNP,O
xe2,NNP,O
x80,NNP,O
x9d,NNP,O
and,CC,O
JIMMY,NNP,B-partytwo
SINAU,NNP,I-partytwo
IC,NNP,O
850419,CD,O
13,CD,O
5213,CD,O
herinafter,NN,O
called,VBN,O
xe2,NNP,O
x80,NNP,O
x9ctenant,NNP,O
xe2,NNP,O
x80,NNP,O
x9d,NNP,O
SOS,NNP,O
Property,NNP,O
SOS,NNP,O
Landlord,NNP,O
hereby,NN,O
lets,VBZ,O
the,DT,O
following,VBG,O
property,NN,O
to,TO,O
tenant,VB,O
for,IN,O
the,DT,O
term,NN,O
of,IN,O
this,DT,O
agreement,NN,O
a,DT,O
the,DT,O
real,JJ,O
property,NN,O
known,VBN,O
as,IN,O
SOS,NNP,O
58,CD,O
1,CD,O
2,CD,O
Jalan,NNP,O
pulai,VBD,O
45,CD,O
Taman,NNP,O
pulai,NN,O
utama,NN,O
81300,CD,O
Skudai,NNP,O
SOS,NNP,O
Term,NNP,O
SOS,NNP,O
This,DT,O
agreement,NN,O
shall,MD,O
run,VB,O
from,IN,O
1,CD,B-startdate
8,CD,I-startdate
2011,CD,I-startdate
to,TO,O
1,CD,B-enddate
8,CD,I-enddate
2012,CD,I-enddate
SOS,NNP,O
Rent,NNP,O
SOS,NNP,O
The,DT,O
monthly,JJ,O
rental,NN,O
for,IN,O
said,VBD,O
property,NN,O
shall,MD,O
be,VB,O
RM,NNP,O
450,CD,O
due,JJ,O
and,CC,O
payable,JJ,O
by,IN,O
check,NN,O
by,IN,O
the,DT,O
First,NNP,O
day,NN,O
of,IN,O
each,DT,O
month,NN,O
SOS,NNP,O
Deposits,NNP,O
SOS,NNP,O
Tenant,NNP,O
will,MD,O
pay,VB,O
the,DT,O
following,VBG,O
deposits,NNS,O
and,CC,O
or,CC,O
fees,NNS,O
Deposit,NNP,O
RM450,NNP,B-value
Utilities,NNP,O
RM450,NNP,O
SOS,NNP,O
This,DT,O
amount,NN,O
will,MD,O
be,VB,O
refunded,VBN,O
within,IN,O
three,CD,O
weeks,NNS,O
following,VBG,O
the,DT,O
termination,NN,O
of,IN,O
the,DT,O
tenancy,NN,O
unpaid,JJ,O
rent,NN,O
charges,NNS,O
for,IN,O
damages,NNS,O
beyond,IN,O
normal,JJ,O
wear,JJ,O
and,CC,O
tear,JJ,O
and,CC,O
costs,NNS,O
for,IN,O
reasonable,JJ,O
cleaning,NN,O
may,MD,O
be,VB,O
deducted,VBN,O
SOS,NNP,O
In,IN,O
addition,NN,O
it,PRP,O
is,VBZ,O
agreed,VBN,O
SOS,NNP,O
Tenant,NNP,O
shall,MD,O
not,RB,O
lease,VB,O
sublease,NN,O
or,CC,O
assign,VB,O
the,DT,O
premises,NNS,O
without,IN,O
the,DT,O
prior,JJ,O
written,VBN,O
consent,NN,O
of,IN,O
the,DT,O
landlord,NN,O
but,CC,O
this,DT,O
consent,NN,O
shall,MD,O
not,RB,O
be,VB,O
withheld,VBN,O
unreasonably,RB,O
SOS,NNP,O
Landlord,NNP,O
may,MD,O
enter,VB,O
the,DT,O
premises,NNS,O
at,IN,O
reasonable,JJ,O
times,NNS,O
for,IN,O
the,DT,O
purpose,NN,O
of,IN,O
inspection,NN,O
maintenance,NN,O
or,CC,O
repair,NN,O
and,CC,O
to,TO,O
show,VB,O
the,DT,O
premises,NNS,O
to,TO,O
buyers,NNS,O
or,CC,O
prospective,JJ,O
tenants,NNS,O
In,IN,O
all,DT,O
instances,NNS,O
except,IN,O
those,DT,O
of,IN,O
emergency,NN,O
or,CC,O
abandonment,VB,O
the,DT,O
landlord,NN,O
shall,MD,O
give,VB,O
tenant,NN,O
reasonable,JJ,O
notice,NN,O
at,IN,O
least,JJS,O
one,CD,O
day,NN,O
prior,RB,O
to,TO,O
such,PDT,O
an,DT,O
entry,NN,O
SOS,NNP,O
Tenant,NNP,O
agrees,VBZ,O
to,TO,O
occupy,VB,O
the,DT,O
premises,NNS,O
and,CC,O
shall,MD,O
keep,VB,O
the,DT,O
same,JJ,O
in,IN,O
good,JJ,O
condition,NN,O
reasonable,JJ,O
wear,NN,O
and,CC,O
tear,NN,O
excepted,VBN,O
and,CC,O
shall,MD,O
not,RB,O
make,VB,O
any,DT,O
alterations,NNS,O
thereon,NN,O
without,IN,O
the,DT,O
written,VBN,O
consent,NN,O
of,IN,O
the,DT,O
landlord,NN,O
SOS,NNP,O
Tenant,NNP,O
agrees,VBZ,O
not,RB,O
to,TO,O
use,VB,O
the,DT,O
premises,NNS,O
in,IN,O
such,JJ,O
a,DT,O
manner,NN,O
as,IN,O
to,TO,O
disturb,VB,O
the,DT,O
peace,NN,O
and,CC,O
quiet,NN,O
of,IN,O
other,JJ,O
tenants,NNS,O
in,IN,O
the,DT,O
building,NN,O
Tenant,NNP,O
further,RB,O
agrees,VBZ,O
not,RB,O
to,TO,O
maintain,VB,O
a,DT,O
public,JJ,O
nuisance,NN,O
and,CC,O
not,RB,O
conduct,VB,O
business,NN,O
or,CC,O
commercial,JJ,O
activities,NNS,O
on,IN,O
the,DT,O
premises,NNS,O
SOS,NNP,O
Tenant,NNP,O
shall,MD,O
upon,VB,O
termination,NN,O
of,IN,O
this,DT,O
agreement,NN,O
vacated,VBD,O
and,CC,O
return,VB,O
dwelling,VBG,O
in,IN,O
the,DT,O
same,JJ,O
condition,NN,O
that,IN,O
it,PRP,O
was,VBD,O
received,VBN,O
less,RBR,O
reasonable,JJ,O
wear,NN,O
and,CC,O
tear,NN,O
and,CC,O
other,JJ,O
damages,NNS,O
beyond,IN,O
the,DT,O
Tenant,NNP,O
xe2,NNP,O
x80,NNP,O
x99s,NNP,O
control,NN,O
SOS,NNP,O
In,IN,O
a,DT,O
dispute,NN,O
between,IN,O
landlord,NN,O
and,CC,O
tenant,NN,O
which,WDT,O
gives,VBZ,O
rise,NN,O
to,TO,O
any,DT,O
action,NN,O
in,IN,O
court,NN,O
the,DT,O
losing,VBG,O
party,NN,O
will,MD,O
pay,VB,O
the,DT,O
court,NN,O
costs,NNS,O
and,CC,O
reasonable,JJ,O
attorney,NN,O
fees,NNS,O
of,IN,O
the,DT,O
successful,JJ,O
party,NN,O
SOS,NNP,O
We,PRP,O
the,DT,O
undersigned,JJ,O
agree,NN,O
to,TO,O
this,DT,O
Rental,JJ,O
Agreement,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
AGREEMENT,NNP,O
OF,NNP,O
RENTAL,NNP,O
LEASE,NNP,O
SOS,NNP,O
THIS,NNP,O
AGREEMENT,NNP,O
OF,NNP,O
RENTAL,NNP,O
LEASE,NNP,O
made,VBD,O
and,CC,O
entered,VBD,O
into,IN,O
on,IN,O
this,DT,O
the,DT,O
15th,JJ,O
day,NN,O
of,IN,O
February,NNP,O
2012,CD,O
15,CD,B-startdate
2,CD,I-startdate
2012,CD,I-startdate
SOS,NNP,O
By,IN,O
and,CC,O
between,IN,O
SOS,NNP,O
Mr,NNP,B-partyone
M,NNP,I-partyone
SANTOSH,NNP,I-partyone
S,NNP,O
O,NNP,O
M,NNP,O
DATTATREYA,NNP,O
SASTRY,NNP,O
aged,VBD,O
31,CD,O
years,NNS,O
having,VBG,O
permanent,JJ,O
residence,NN,O
at,IN,O
Flat,NNP,O
tFI,NN,O
Golden,NNP,O
SOS,NNP,O
pearl,VBZ,O
No,DT,O
3,CD,O
V,NNP,O
O,NNP,O
C,NNP,O
Street,NNP,O
Near,NNP,O
SAN,NNP,O
Academy,NNP,O
School,NNP,O
Padmavathy,NNP,O
Nagar,NNP,O
Velachery,NNP,O
Chennai,NNP,O
600042,CD,O
hereinafter,NN,O
referred,VBD,O
to,TO,O
as,IN,O
the,DT,O
xe2,NNP,O
x80,NNP,O
x9cLANDLORD,NNP,O
xe2,NNP,O
x80,NNP,O
x9d,NNP,O
Which,NNP,O
term,NN,O
shall,MD,O
mean,VB,O
and,CC,O
include,VB,O
her,PRP$,O
legal,JJ,O
heirs,NN,O
executors,NNS,O
administrators,NNS,O
legal,JJ,O
representatives,NNS,O
and,CC,O
assigns,NNS,O
of,IN,O
ONE,CD,O
PART,NNP,O
SOS,NNP,O
AND,NNP,O
SOS,NNP,O
Mr,NNP,B-partytwo
Jeyanth,NNP,I-partytwo
B,NNP,I-partytwo
S,NNP,O
o,MD,O
Balasundaram,NNP,O
C,NNP,O
aged,VBD,O
30,CD,O
years,NNS,O
working,VBG,O
as,IN,O
a,DT,O
software,NN,O
Engineer,NNP,O
Cognizant,NNP,O
Technology,NNP,O
Solutions,NNP,O
Chennai,NNP,O
having,VBG,O
permanent,JJ,O
residence,NN,O
at,IN,O
No,DT,O
5,CD,O
856,CD,O
Lakeview,NNP,O
3rd,CD,O
Street,NNP,O
Iyyappa,NNP,O
Nagar,NNP,O
Madipakkam,NNP,O
Chennai,NNP,O
91,CD,O
hereinafter,NN,O
referred,VBD,O
to,TO,O
as,IN,O
the,DT,O
TENANT,NNP,O
xe2,NNP,O
x80,NNP,O
x9d,NNP,O
which,WDT,O
term,NN,O
shall,MD,O
mean,VB,O
and,CC,O
include,VB,O
his,PRP$,O
legal,JJ,O
heirs,NNS,O
successors,NNS,O
executors,NNS,O
administrators,NNS,O
legal,JJ,O
representatives,NNS,O
and,CC,O
assigns,NNS,O
of,IN,O
THE,NNP,O
OTHER,NNP,O
PART,NNP,O
SOS,NNP,O
2,CD,O
SOS,NNP,O
WHEREAS,NNP,O
the,DT,O
LANDLORD,NNP,O
is,VBZ,O
the,DT,O
owner,NN,O
and,CC,O
landlord,NN,O
of,IN,O
all,PDT,O
that,IN,O
First,NNP,O
Floor,NNP,O
premises,VBZ,O
comprising,NN,O
of,IN,O
a,DT,O
2,CD,O
Bed,NNP,O
Room,NNP,O
portion,NN,O
of,IN,O
the,DT,O
residential,JJ,O
Flat,NNP,O
bearing,NN,O
address,NN,O
FLAT,NNP,O
NO,NNP,O
FI,NNP,O
GOLDEN,NNP,O
PEARL,NNP,O
NO,NNP,O
3,CD,O
V,NNP,O
O,NNP,O
C,NNP,O
STREET,NNP,O
PADMAVATHI,NNP,O
NAGAR,NNP,O
EXTN,NNP,O
VELACHERY,NNP,O
CHENNAI,NNP,O
600,CD,O
42,CD,O
more,JJR,O
fully,RB,O
described,VBN,O
in,IN,O
the,DT,O
schedule,NN,O
hereunder,NN,O
and,CC,O
xe2,NNP,O
x80,NNP,O
x9cSCHEDULE,NNP,O
PREMISES,NNP,O
xe2,NNP,O
x80,NNP,O
x9d,NNP,O
SOS,NNP,O
WHEREAS,NNP,O
the,DT,O
TENANT,NNP,O
approached,VBD,O
the,DT,O
LANDLORD,NNP,O
to,TO,O
let,VB,O
out,RP,O
the,DT,O
SCHEDULE,NNP,O
PREMISES,NNP,O
and,CC,O
the,DT,O
LANDLORD,NNP,O
agreed,VBD,O
to,TO,O
let,VB,O
out,RP,O
the,DT,O
SCHEDULE,NNP,O
PREMISES,NNP,O
on,IN,O
the,DT,O
terms,NNS,O
and,CC,O
conditions,NNS,O
hereinafter,VBP,O
set,VBN,O
forth,JJ,O
SOS,NNP,O
NOW,NNP,O
